,null_deg,60_deg,90_deg,180_deg,240_deg,labels
0,0.4801743081695011,0.5715162775237099,0.2466138188471521,0.004879913173547052,0.0437254958506555,R
1,0.9219027898202119,0.7844364119690224,0.8373072221032034,0.574904342230209,0.942991819404547,M
2,0.4149209294360972,0.46033858438536596,0.43187321080648133,0.491814644992711,0.49613251642378153,M
3,0.360921641594135,0.09887496394743255,0.18204536041292832,0.4476957924371993,0.2484774167633881,R
4,0.9885036381933656,0.7306850820612877,0.9537563769523953,0.9491247269736096,0.862182141441967,M
5,0.1782280139169122,0.013838527093610862,0.5291961805706838,0.18270208972835023,0.3442213966740418,R
6,0.35039947491534174,0.5236719277798152,0.372012879902932,0.06114913662728508,0.4834065577842089,R
7,0.6301688724634268,0.680190586548568,0.6786442207162935,0.7525535980760742,0.4662315556516346,M
8,0.36719868761185714,0.5485615819000629,0.07859662592376959,0.38381564470881235,0.37874248623751955,R
9,0.701953952100838,0.8667057872700283,0.637313879642734,0.642655805946458,0.663831022250245,M
10,0.664764144930606,0.4209258524052019,0.62457072725733,0.6740710610026095,0.615147986833568,M
11,0.5641950642660989,0.49259204909491305,0.03806376573636732,0.44802541126989115,0.012669898490301465,R
12,0.6005798981612503,0.8547690430647523,0.46889554418076845,0.5083491388971885,0.9892253401607927,M
13,0.6683459601930264,0.9387766426143904,0.543465666504743,0.5353396640384539,0.8512118622312697,M
14,0.16082159372682964,0.41307778924565036,0.1173326444792434,0.5108423552467132,0.5497705179795556,R
15,0.1905039366181284,0.250330091970975,0.002283493458879546,0.3619322481069736,0.29576831248419566,R
16,0.8945904226139326,0.6189129755391042,0.7791296542807491,0.5219962264204165,0.49438192504123835,M
17,0.08038469695673459,0.3162258871417404,0.4891451837846852,0.28767307150432214,0.5360765875436136,R
18,0.41377466991320144,0.7382331712240793,0.77292941644411,0.652599880580516,0.7643997341262165,M
19,0.18436188702288156,0.37137963729867,0.19681281513897575,0.5271235385406454,0.39477289866789905,R
20,0.3232633954167878,0.41298608844668583,0.2031381934740297,0.5283838620878484,0.2684026589716985,R
21,0.688537624760369,0.7648225775717045,0.9043098097514517,0.8218134091407445,0.8546431942055454,M
22,0.9294528196905032,0.8100877654287284,0.6944849568709606,0.5298919472962036,0.5695731883783373,M
23,0.3123398667840927,0.09110436020385018,0.24599781230810566,0.34247369009614,0.32818475975869565,R
24,0.9130179942697636,0.9411641019337889,0.7253286061207898,0.7147654001571444,0.8225985764321078,M
25,0.8228115911208567,0.7224527316337154,0.6608696749046694,0.6981622336721591,0.6335799046606284,M
26,0.5509093578893851,0.5646038627690652,0.3168424498798507,0.5253066516260615,0.5059150919240253,R
27,0.5498880110036136,0.05778098949278757,0.37476446972761657,0.41032068268413224,0.3096905039461774,R
28,0.7612260196116845,0.4289473811697214,0.6312077256336776,0.9746835404156626,0.9933528288916782,M
29,0.5667263092566062,0.7587421966348176,0.6783167630200964,0.45739270849650915,0.8805591904618643,M
30,0.17953082463391604,0.02447349917658713,0.3082717654580122,0.5566390340784539,0.08013140484164898,R
31,0.7896603472091022,0.708334616016067,0.8226216782373617,0.5048686969015505,0.7081472896760748,M
32,0.2358830428559882,0.2074448662610147,0.19271626956729407,0.48089452717801645,0.32753605442918954,R
33,0.20479805451528493,0.1802561418849735,0.4220392370676772,0.5345908458334333,0.07627804235321514,R
34,0.5657355498443455,0.8976700934648054,0.9256624730949883,0.5817831691915769,0.9334303424389769,M
35,0.6441264297102586,0.9232020614125487,0.9149592207252009,0.5157183172358007,0.5711834520487391,M
36,0.47765977362543666,0.601655301039101,0.6754279063554381,0.7064274418959278,0.5936079780713551,M
37,0.20482433203642078,0.47457544325840206,0.4802369944363649,0.2441106632139625,0.544616655372605,R
38,0.4760251078445651,0.8965332267499131,0.6890227214744001,0.9985235728985953,0.746292466796989,M
39,0.3806657816064842,0.4137325225097145,0.21872753136043835,0.1020216817996901,0.5687872040395705,R
40,0.6683410873712348,0.6600487246202871,0.4879737430209133,0.7054641962128176,0.5852650679338073,M
41,0.5048727083680089,0.645707954616418,0.9720479565949256,0.8801330744980325,0.5448137492420748,M
42,0.6206035499492362,0.7777471077706264,0.8926892230167505,0.4730425490944737,0.7718925943478667,M
43,0.4488480216002428,0.9569328856226482,0.5602880910558681,0.9585044957782245,0.4232366398522942,M
44,0.912348758952077,0.8501614300319364,0.8457985866801985,0.4613880609870089,0.6868327877083158,M
45,0.46627121312458225,0.24823045350880896,0.297994387603776,0.24550645776080535,0.5361066022835983,R
46,0.268736064211862,0.5307699708441008,0.18395702337653796,0.540585475882923,0.07063568638938705,R
47,0.8721205324412438,0.521270902232492,0.6174103528682601,0.5533580466827448,0.43702017362281476,M
48,0.830051298715572,0.8549744100689693,0.425933222681851,0.9482286214491622,0.4661986640383844,M
49,0.42112892075009895,0.08483438393202732,0.24734548414910795,0.050584172981328154,0.2561352385439194,R
50,0.8544607218539848,0.5911308097773157,0.8572300659594976,0.517766124432792,0.8865666077292209,M
51,0.4586205122450491,0.08319139328476848,0.4404077867344391,0.4328724413049579,0.19831790344355235,R
52,0.13403119301211847,0.5288621596920048,0.4189308768537296,0.408474428959365,0.20926658781951055,R
53,0.18425619721763245,0.009281030955181882,0.2501231465796243,0.08146591144616115,0.3049775567982262,R
54,0.4329083268217601,0.5508528634013452,0.8288657159477196,0.5829010434571629,0.978771929208069,M
55,0.21403761686452902,0.46690396339586904,0.07839576087706833,0.11428881166928713,0.46749837753036555,R
56,0.06251417038900901,0.2795167092655357,0.5218855983944128,0.4416751487602096,0.5116321864192931,R
